ExperimentName,Subject,Session,Clock.Information,Display.RefreshRate,Group,RandomSeed,Session1Onset.ACC,Session1Onset.CRESP,Session1Onset.DurationError,Session1Onset.OnsetDelay,Session1Onset.OnsetTime,Session1Onset.RESP,Session1Onset.RT,Session1Onset.RTTime,SessionDate,SessionTime,SessionTimeUtc,Block,Procedure[Block],Running[Block],Session2Onset.ACC,Session2Onset.CRESP,Session2Onset.DurationError,Session2Onset.OnsetDelay,Session2Onset.OnsetTime,Session2Onset.RESP,Session2Onset.RT,Session2Onset.RTTime,SessionBreak.OnsetTime,SessionsList,SessionsList.Cycle,SessionsList.Sample,Trial,CuedPrompt1.OnsetTime,CuedPrompt2.OnsetTime,CuedPrompt3.OnsetTime,CuedPrompt4.OnsetTime,MiniBlocks1,MiniBlocks1.Cycle,MiniBlocks1.Sample,MiniBlocks2,MiniBlocks2.Cycle,MiniBlocks2.Sample,Procedure[Trial],Running[Trial],UncuedPrompt1.OnsetTime,UncuedPrompt2.OnsetTime,UncuedPrompt3.OnsetTime,UncuedPrompt4.OnsetTime,SubTrial,Arrow1.ACC,Arrow1.CRESP,Arrow1.DurationError,Arrow1.OnsetDelay,Arrow1.OnsetTime,Arrow1.RESP,Arrow1.RT,Arrow1.RTTime,ArrowColor,Congruence,CorrectResp,Cue,Cue.ACC,Cue.CRESP,Cue.DurationError,Cue.OnsetDelay,Cue.OnsetTime,Cue.RESP,Cue.RT,Cue.RTTime,CuedStim1,CuedStim1.Cycle,CuedStim1.Sample,CuedStim2,CuedStim2.Cycle,CuedStim2.Sample,CuedStim3,CuedStim3.Cycle,CuedStim3.Sample,CuedStim4,CuedStim4.Cycle,CuedStim4.Sample,CueImage,JitterCue,JitterTrial,LeftImage,NonCuedStim1,NonCuedStim1.Cycle,NonCuedStim1.Sample,NonCuedStim2,NonCuedStim2.Cycle,NonCuedStim2.Sample,NonCuedStim3,NonCuedStim3.Cycle,NonCuedStim3.Sample,NonCuedStim4,NonCuedStim4.Cycle,NonCuedStim4.Sample,Procedure[SubTrial],RightImage,Running[SubTrial],Stimulus
POP_2,27012,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2014-05-05T20:52:16Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2793020000</Frequency><Timestamp dt:dt=""r8"">830526527940917</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2014-05-05T20:52:16Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.03,1,324408130,0,,-999999,12,12322,t,72070,84392,5/5/2014,13:52:16,8:52:16 PM,1,Session1,SessionsList,,,,,,,,,,1,1,1,1,84403,,,,1,1,1,,,,Cued1,MiniBlocks1,,,,,1,1,r,-999999,18,98413,r,414,98827,White,Congruent,r,Green,0,,0,4,93399,,0,0,1,1,1,,,,,,,,,,Pictures\green.bmp,4000,4000,Pictures\left.bmp,,,,,,,,,,,,,StimulusPr,Pictures\black.bmp,CuedStim1,Left
POP_2,27012,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2014-05-05T20:52:16Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2793020000</Frequency><Timestamp dt:dt=""r8"">830526527940917</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2014-05-05T20:52:16Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.03,1,324408130,0,,-999999,12,12322,t,72070,84392,5/5/2014,13:52:16,8:52:16 PM,1,Session1,SessionsList,,,,,,,,,,1,1,1,1,84403,,,,1,1,1,,,,Cued1,MiniBlocks1,,,,,2,1,b,-999999,11,111406,b,348,111754,White,Congruent,b,Green,0,,0,11,104393,,0,0,2,1,2,,,,,,,,,,Pictures\green.bmp,6000,2000,Pictures\black.bmp,,,,,,,,,,,,,StimulusPr,Pictures\right.bmp,CuedStim1,Right
POP_2,27012,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2014-05-05T20:52:16Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2793020000</Frequency><Timestamp dt:dt=""r8"">830526527940917</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2014-05-05T20:52:16Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.03,1,324408130,0,,-999999,12,12322,t,72070,84392,5/5/2014,13:52:16,8:52:16 PM,1,Session1,SessionsList,,,,,,,,,,1,1,1,1,84403,,,,1,1,1,,,,Cued1,MiniBlocks1,,,,,3,1,b,-999999,7,119402,b,326,119728,White,Congruent,b,Green,0,,0,9,115404,,0,0,3,1,3,,,,,,,,,,Pictures\green.bmp,3000,2000,Pictures\black.bmp,,,,,,,,,,,,,StimulusPr,Pictures\right.bmp,CuedStim1,Right
POP_2,27012,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2014-05-05T20:52:16Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2793020000</Frequency><Timestamp dt:dt=""r8"">830526527940917</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2014-05-05T20:52:16Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.03,1,324408130,0,,-999999,12,12322,t,72070,84392,5/5/2014,13:52:16,8:52:16 PM,1,Session1,SessionsList,,,,,,,,,,1,1,1,1,84403,,,,1,1,1,,,,Cued1,MiniBlocks1,,,,,4,0,b,-999999,5,127398,r,376,127774,White,Incongruent,b,Red,0,,0,5,123400,,0,0,4,1,4,,,,,,,,,,Pictures\red.bmp,3000,16000,Pictures\left.bmp,,,,,,,,,,,,,StimulusPr,Pictures\black.bmp,CuedStim1,Left
POP_2,27012,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2014-05-05T20:52:16Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2793020000</Frequency><Timestamp dt:dt=""r8"">830526527940917</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2014-05-05T20:52:16Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.03,1,324408130,0,,-999999,12,12322,t,72070,84392,5/5/2014,13:52:16,8:52:16 PM,1,Session1,SessionsList,,,,,,,,,,1,1,1,1,84403,,,,1,1,1,,,,Cued1,MiniBlocks1,,,,,5,1,r,-999999,8,149404,r,308,149712,White,Congruent,r,Green,0,,0,9,145390,,0,0,5,1,5,,,,,,,,,,Pictures\green.bmp,3000,16000,Pictures\left.bmp,,,,,,,,,,,,,StimulusPr,Pictures\black.bmp,CuedStim1,Left
POP_2,27012,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2014-05-05T20:52:16Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2793020000</Frequency><Timestamp dt:dt=""r8"">830526527940917</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2014-05-05T20:52:16Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.03,1,324408130,0,,-999999,12,12322,t,72070,84392,5/5/2014,13:52:16,8:52:16 PM,1,Session1,SessionsList,,,,,,,,,,1,1,1,1,84403,,,,1,1,1,,,,Cued1,MiniBlocks1,,,,,6,1,r,-999999,11,177407,r,415,177822,White,Congruent,r,Green,0,,0,16,167412,,0,0,6,1,6,,,,,,,,,,Pictures\green.bmp,9000,10000,Pictures\left.bmp,,,,,,,,,,,,,StimulusPr,Pictures\black.bmp,CuedStim1,Left
POP_2,27012,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2014-05-05T20:52:16Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2793020000</Frequency><Timestamp dt:dt=""r8"">830526527940917</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2014-05-05T20:52:16Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.03,1,324408130,0,,-999999,12,12322,t,72070,84392,5/5/2014,13:52:16,8:52:16 PM,1,Session1,SessionsList,,,,,,,,,,1,1,1,1,84403,,,,1,1,1,,,,Cued1,MiniBlocks1,,,,,7,1,b,-999999,4,193399,b,312,193711,White,Congruent,b,Green,0,,0,5,189401,,0,0,7,1,7,,,,,,,,,,Pictures\green.bmp,3000,16000,Pictures\black.bmp,,,,,,,,,,,,,StimulusPr,Pictures\right.bmp,CuedStim1,Right
POP_2,27012,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2014-05-05T20:52:16Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2793020000</Frequency><Timestamp dt:dt=""r8"">830526527940917</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2014-05-05T20:52:16Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.03,1,324408130,0,,-999999,12,12322,t,72070,84392,5/5/2014,13:52:16,8:52:16 PM,1,Session1,SessionsList,,,,,,,,,,1,1,1,1,84403,,,,1,1,1,,,,Cued1,MiniBlocks1,,,,,8,1,r,-999999,6,216388,r,457,216845,White,Incongruent,r,Red,0,,0,12,211407,,0,0,8,1,8,,,,,,,,,,Pictures\red.bmp,4000,2000,Pictures\black.bmp,,,,,,,,,,,,,StimulusPr,Pictures\right.bmp,CuedStim1,Right
POP_2,27012,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2014-05-05T20:52:16Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2793020000</Frequency><Timestamp dt:dt=""r8"">830526527940917</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2014-05-05T20:52:16Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.03,1,324408130,0,,-999999,12,12322,t,72070,84392,5/5/2014,13:52:16,8:52:16 PM,1,Session1,SessionsList,,,,,,,,,,1,1,1,1,84403,,,,1,1,1,,,,Cued1,MiniBlocks1,,,,,9,1,b,-999999,18,225400,b,334,225734,White,Congruent,b,Green,0,,0,7,220402,,0,0,9,1,9,,,,,,,,,,Pictures\green.bmp,4000,2000,Pictures\black.bmp,,,,,,,,,,,,,StimulusPr,Pictures\right.bmp,CuedStim1,Right
POP_2,27012,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2014-05-05T20:52:16Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2793020000</Frequency><Timestamp dt:dt=""r8"">830526527940917</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2014-05-05T20:52:16Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.03,1,324408130,0,,-999999,12,12322,t,72070,84392,5/5/2014,13:52:16,8:52:16 PM,1,Session1,SessionsList,,,,,,,,,,1,1,1,1,84403,,,,1,1,1,,,,Cued1,MiniBlocks1,,,,,10,1,r,-999999,17,233413,r,512,233925,White,Congruent,r,Green,0,,0,17,229398,,0,0,10,1,10,,,,,,,,,,Pictures\green.bmp,3000,2000,Pictures\left.bmp,,,,,,,,,,,,,StimulusPr,Pictures\black.bmp,CuedStim1,Left
